idPNN,radio,slope
01010001,X2,0.0203105709518689
01010001,X6,0.0176383861272571
01010001,X10,0.0158116616764234
01010001,X14,0.0145517878500313
01010001,X18,0.0142837271160923
01010001,X22,0.0142797583727044
01010001,X26,0.0142815590168013
01010001,X26.5,0.0142815590168013
01010001,X30,0.0142815590168013
01010002,X2,0.12764223310209
01010002,X6,0.101550056664681
01010002,X10,0.0853502149201834
01010002,X14,0.0761857148706712
01010002,X18,0.0713257088951703
01010002,X22,0.0691055171743094
01010002,X26,0.0683137166035961
01010002,X26.5,0.06825743198445
01010002,X30,0.0681321769235396
01010003,X2,0.0985380665902079
01010003,X6,0.0791240852106003
01010003,X10,0.066766812690245
01010003,X14,0.0595894088846563
01010003,X18,0.055414943998268
01010003,X22,0.0530705099833793
01010003,X26,0.0518687560576841
01010003,X26.5,0.0517531774309838
01010003,X30,0.0514605054825041
01010004,X2,0.0171611039827841
01010004,X6,0.013667730712593
01010004,X10,0.0118153095029904
01010004,X14,0.0108159222164367
01010004,X18,0.0102722534346043
01010004,X22,0.0100286972840194
01010004,X26,0.00994711069027464
01010004,X26.5,0.00994209903247829
01010004,X30,0.00993097879918998
01010005,X2,0.0137678450767687
01010005,X6,0.0117084432024153
01010005,X10,0.0114161852941594
01010005,X14,0.0113438696290016
01010005,X18,0.0112380627940597
01010005,X22,0.011221222730684
01010005,X26,0.0112210509137567
01010005,X26.5,0.0112210509137567
01010005,X30,0.0112210509137567
01010006,X2,0.0195337272108647
01010006,X6,0.0166466029826884
01010006,X10,0.0140277762924997
01010006,X14,0.0124054826170114
01010006,X18,0.011481339653634
01010006,X22,0.0110037690860271
01010006,X26,0.0108031351009191
01010006,X26.5,0.0107866342320326
01010006,X30,0.0107452706503126
01010007,X2,0.0342662927316514
01010007,X6,0.026085193775215
01010007,X10,0.021455460217183
01010007,X14,0.019947551848466
01010007,X18,0.0197427801776221
01010007,X22,0.019736798457843
01010007,X26,0.019736798457843
01010007,X26.5,0.019736798457843
01010007,X30,0.019736798457843
01010008,X2,0.0209848312719954
01010008,X6,0.0146128933196259
01010008,X10,0.0119925893206631
01010008,X14,0.0102675785254186
01010008,X18,0.0100359066808439
01010008,X22,0.010284306396673
01010008,X26,0.0102957203020142
01010008,X26.5,0.0102957203020142
01010008,X30,0.0102957203020142
01010009,X2,0.0252174014571518
01010009,X6,0.0207042180062062
01010009,X10,0.0178033164107149
01010009,X14,0.0160522822266463
01010009,X18,0.0150062400752404
01010009,X22,0.014418490293483
01010009,X26,0.0141187422523394
01010009,X26.5,0.0140905458238033
01010009,X30,0.0140193294337127
01010010,X2,0.0320815225092499
01010010,X6,0.0258829428656477
01010010,X10,0.0220302509835886
01010010,X14,0.0197764868882589
01010010,X18,0.0184450246321656
01010010,X22,0.0176833090954674
01010010,X26,0.0172816381504394
01010010,X26.5,0.0172417823741293
01010010,X30,0.0171404084465217
01010011,X2,0.0130279850167716
01010011,X6,0.0103304324429598
01010011,X10,0.00873133446486992
01010011,X14,0.00781072199099408
01010011,X18,0.00726464309774966
01010011,X22,0.00694774737182076
01010011,X26,0.00677755925993129
01010011,X26.5,0.00676072263646336
01010011,X30,0.00671744005983861
01010012,X2,0.0856003242165163
01010012,X6,0.0670731277440662
01010012,X10,0.0550256709412221
01010012,X14,0.0485492537512329
01010012,X18,0.045277064469782
01010012,X22,0.0437297861520814
01010012,X26,0.0430976582792432
01010012,X26.5,0.0430500165053372
01010012,X30,0.0429438747834668
01010014,X2,0.0067202695820816
01010014,X6,0.000601204428576919
01010014,X10,0.000738094212463365
01010014,X14,0.000741215084359332
01010014,X18,0.000740274618800311
01010014,X22,0.000740274618800311
01010014,X26,0.000740274618800311
01010014,X26.5,0.000740274618800311
01010014,X30,0.000740274618800311
01010015,X2,0.00792793121809435
01010015,X6,0.00616567387078715
01010015,X10,0.00551141036172102
01010015,X14,0.00552195104863491
01010015,X18,0.00563464473637361
01010015,X22,0.00571642990035374
01010015,X26,0.00572395809497998
01010015,X26.5,0.00572401032618571
01010015,X30,0.00572864211237604
01010017,X2,0.00720084744751722
01010017,X6,0.00578269520519003
01010017,X10,0.00479416527384369
01010017,X14,0.0041972087732081
01010017,X18,0.00384781523639373
01010017,X22,0.00368069656578814
01010017,X26,0.00362040705785419
01010017,X26.5,0.00361634312230508
01010017,X30,0.00360587286592765
01010018,X2,0.00879533733751429
01010018,X6,0.00455368049209596
01010018,X10,0.00259546698101365
01010018,X14,0.00194851160037224
01010018,X18,0.00176460419380405
01010018,X22,0.00176434200198866
01010018,X26,0.001770073769801
01010018,X26.5,0.00177033841597799
01010018,X30,0.00177075593341367
01010019,X2,0.048382781850172
01010019,X6,0.0401004575194753
